사번,성명,본부,팀,직군,직급레벨,성과등급,나이,근속연수(년),연봉(원),인재등급,핵심인재점수,퇴직위험도,퇴직위험예측확률,위험요인
SKFNB0397,송유준,전주공장,전주생산2팀,M,4.0,C,46,11,46118000,Development,110,55,0.9858045358382386,"초과근무과다, 연차적게사용, 성과낮음"
SKFNB0394,오윤서,구미공장,구미생산3팀,M,4.0,C,39,11,46118000,Development,110,45,0.8270050104391394,"초과근무과다, 성과낮음"
SKFNB0224,홍현준,구미공장,구미생산3팀,M,4.0,C,45,15,54941000,Development,110,55,0.9894435918241601,"초과근무과다, 연차적게사용, 성과낮음"
SKFNB0629,한유준,경영지원본부,조직문화팀,U,3.0,C,38,7,52574000,Development,110,65,0.9858280206949651,"초과근무과다, 연차적게사용, 성과낮음, 보상조정없음"
SKFNB0454,강주원,전주공장,전주운영팀,M,4.0,C,37,10,45629000,Development,110,45,0.9465907092519326,"초과근무과다, 성과낮음"
SKFNB0191,송우진,전주공장,전주생산1팀,M,4.0,C,46,16,55500000,Development,110,65,0.9885400972361928,"초과근무과다, 연차적게사용, 성과낮음, 보상조정없음"
SKFNB0234,한건우,구미공장,구미생산2팀,M,4.0,C,40,15,48073000,Development,110,55,0.805475907542011,"초과근무과다, 성과낮음, 보상조정없음"
SKFNB0796,윤주원,전주공장,전주운영팀,M,2.0,B,25,0,36000000,Development,110,35,0.004624731620562201,"초과근무과다, 보상조정없음"
SKFNB0805,김민재,구미공장,구미생산3팀,M,2.0,B,35,3,37296000,Development,110,45,0.007941191452811545,"초과근무과다, 연차적게사용, 보상조정없음"
SKFNB0569,강연우,구미공장,구미생산2팀,M,3.0,C,45,8,44651000,Development,110,55,0.9585190826644681,"초과근무과다, 연차적게사용, 성과낮음"
SKFNB0507,황민재,구미공장,구미생산2팀,M,4.0,C,34,9,45140000,Development,110,55,0.9779140730779062,"초과근무과다, 연차적게사용, 성과낮음"
SKFNB0501,홍준호,전주공장,전주생산1팀,M,4.0,C,46,9,45140000,Development,110,45,0.5033545184789291,"초과근무과다, 성과낮음"
SKFNB0279,홍주원,전주공장,전주생산2팀,U,4.0,C,41,14,56648000,Development,110,45,0.04962862718860215,"초과근무높음, 성과낮음, 보상조정없음"
SKFNB0563,조지민,경영지원본부,몰입환경조성팀,U,1.0,B,33,8,54800000,Development,110,35,0.006005412882726461,"초과근무높음, 연차미사용"
SKFNB0037,오성민,구미공장,구미생산3팀,M,4.0,C,53,24,69964000,Development,110,35,0.03387242776743898,"초과근무높음, 성과낮음"
SKFNB0395,김주원,전주공장,전주운영팀,M,4.0,C,44,11,46118000,Development,109,55,0.9182343086785465,"초과근무과다, 성과낮음, 보상조정없음"
SKFNB0055,서주원,구미공장,구미생산2팀,M,4.0,C,44,19,57176000,Development,109,35,0.042496231915255214,"초과근무높음, 성과낮음"
SKFNB0427,한연우,사업전략본부,B2B마케팅팀,U,3.0,C,34,9,53738000,Development,109,55,0.8893764832759351,"초과근무높음, 연차적게사용, 성과낮음, 보상조정없음"
SKFNB0977,서민준,유통본부,채널운영팀,U,1.0,B,29,0,42000000,Development,109,25,0.0038711495263261384,"초과근무높음, 연차적게사용"
SKFNB0857,류하린,대표이사,대표이사실,S,,B,28,1,32384000,Development,109,20,0.001779338398843003,"연차적게사용, 보상조정없음"
SKFNB0913,임지우,경영지원본부,회계팀,S,,B,25,0,32000000,Development,109,30,0.006444122399299171,"연차미사용, 보상조정없음"
SKFNB0793,최준호,유통본부,물류기획팀,U,2.0,B,25,0,42000000,Development,109,35,0.001819864087168795,"초과근무높음, 연차적게사용, 보상조정없음"
SKFNB0203,한서윤,구미공장,구미생산3팀,M,4.0,C,52,15,54941000,Development,108,55,0.8433952119587265,"초과근무과다, 성과낮음, 보상조정없음"
SKFNB0878,서시우,사업전략본부,대외협력팀,U,1.0,B,28,1,42504000,Development,108,35,0.0017782136010255193,"초과근무높음, 연차적게사용, 보상조정없음"
SKFNB0775,강우진,경영지원본부,조직문화팀,U,2.0,B,26,1,42504000,Development,108,10,0.0016003013834675088,연차적게사용
SKFNB0909,김건우,구미공장,구미운영팀,M,2.0,B,37,1,36432000,Development,108,45,0.005752204063398358,"초과근무과다, 연차적게사용, 보상조정없음"
SKFNB0887,송서윤,유통본부,S&OP수요기획팀,S,,B,28,1,32384000,Development,108,20,0.0016377915299981307,"연차적게사용, 보상조정없음"
SKFNB0891,박하은,경영지원본부,회계팀,S,,B,33,1,32384000,Development,108,10,0.0017831817651778937,보상조정없음
SKFNB0091,송지윤,경영지원본부,전략팀,U,2.0,C,39,14,56648000,Development,108,55,0.8174730964467556,"초과근무높음, 연차적게사용, 성과낮음, 보상조정없음"
SKFNB0593,임은우,구미공장,구미운영팀,M,3.0,C,42,8,44651000,Development,108,65,0.9752492772642934,"초과근무과다, 연차적게사용, 성과낮음, 보상조정없음"
SKFNB0583,홍서윤,유통본부,물류기획팀,U,3.0,C,38,8,53156000,Development,108,45,0.9271212563516184,"초과근무과다, 성과낮음"
SKFNB0377,윤서준,전주공장,전주생산3팀,M,4.0,C,41,11,46118000,Development,108,45,0.5378628904348789,"초과근무과다, 성과낮음"
SKFNB0253,오현준,전주공장,전주생산2팀,M,4.0,C,40,14,47584000,Development,108,55,0.6765838163750619,"초과근무과다, 성과낮음, 보상조정없음"
SKFNB0374,정연우,구미공장,구미생산2팀,M,4.0,C,37,11,46118000,Development,108,65,0.9899493437439764,"초과근무과다, 연차미사용, 성과낮음"
SKFNB0963,조민서,구미공장,구미운영팀,M,1.0,B,31,0,36000000,Development,108,35,0.010584197992346016,"초과근무과다, 연차적게사용"
SKFNB0969,황현준,경영지원본부,몰입환경조성팀,U,1.0,B,32,0,42000000,Development,108,45,0.056123193284815916,"초과근무높음, 연차미사용, 보상조정없음"
SKFNB0056,서서준,구미공장,구미생산2팀,M,4.0,C,52,22,68660000,Development,108,55,0.7482762636580188,"초과근무과다, 성과낮음, 보상조정없음"
SKFNB0536,오주원,구미공장,구미운영팀,M,3.0,C,40,9,45140000,Development,108,35,0.053310985065755934,"초과근무높음, 성과낮음"
SKFNB0723,최우진,구미공장,구미생산2팀,M,4.0,C,44,5,43184000,Development,107,55,0.914329346260013,"초과근무과다, 성과낮음, 보상조정없음"
SKFNB0221,신성준,구미공장,구미생산2팀,M,4.0,C,51,15,54941000,Development,107,45,0.5106126213667226,"초과근무과다, 성과낮음"
SKFNB0835,권수아,전주공장,전주생산1팀,M,4.0,C,52,2,35758000,Development,107,65,0.9760476858316198,"초과근무과다, 연차적게사용, 성과낮음, 보상조정없음"
SKFNB0943,황서준,구미공장,구미운영팀,M,1.0,B,34,0,36000000,Development,107,55,0.9073844297865415,"초과근무과다, 연차미사용, 보상조정없음"
SKFNB0305,안현준,전주공장,전주생산3팀,M,4.0,C,45,13,53823000,Development,107,55,0.7792864842257112,"초과근무과다, 성과낮음, 보상조정없음"
SKFNB0304,송재윤,전주공장,전주생산3팀,M,3.0,C,33,8,44651000,Development,107,55,0.9271212563516184,"초과근무과다, 성과낮음, 보상조정없음"
SKFNB0868,조소윤,경영지원본부,경영기획팀,S,,B,28,1,32384000,Development,107,35,0.001779338398843003,"초과근무높음, 연차적게사용, 보상조정없음"
SKFNB0062,황시우,전주공장,전주생산2팀,M,3.0,C,41,16,55500000,Development,107,65,0.9894441455796537,"초과근무과다, 연차적게사용, 성과낮음, 보상조정없음"
SKFNB0464,조수현,전주공장,전주생산2팀,M,4.0,C,43,10,45629000,Development,107,65,0.9787426608305434,"초과근무과다, 연차적게사용, 성과낮음, 보상조정없음"
SKFNB0078,류수현,전주공장,전주생산2팀,M,4.0,C,51,21,68009000,Development,107,55,0.5330966492415659,"초과근무과다, 성과낮음, 보상조정없음"
SKFNB0264,한하준,유통본부,구매소싱팀,U,1.0,B,25,0,42000000,Development,107,15,0.001347166997527286,초과근무높음
SKFNB0200,장민재,구미공장,구미생산2팀,M,4.0,C,44,16,55500000,Development,107,55,0.9390806049583459,"초과근무과다, 성과낮음, 보상조정없음"
SKFNB0921,한민준,경영지원본부,몰입환경조성팀,U,1.0,B,26,0,42000000,Development,107,45,0.0016278909112328712,"초과근무과다, 연차적게사용, 보상조정없음"
SKFNB0899,강서연,경영지원본부,인사팀,S,,B,30,1,32384000,Development,107,10,0.001779338398843003,연차적게사용
SKFNB0615,강건우,구미공장,구미생산1팀,M,3.0,C,42,7,44162000,Development,106,65,0.9876252193558225,"초과근무과다, 연차적게사용, 성과낮음, 보상조정없음"
SKFNB0271,안주원,전주공장,전주생산3팀,M,4.0,C,41,14,47584000,Development,106,45,0.04147744557990214,"초과근무높음, 성과낮음, 보상조정없음"
SKFNB0401,황지호,전주공장,전주생산2팀,U,4.0,C,41,11,65882000,Development,106,45,0.04147744557990214,"초과근무높음, 성과낮음, 보상조정없음"
SKFNB0688,박수현,전주공장,전주생산3팀,M,4.0,C,48,6,43673000,Development,106,65,0.9588760756562488,"초과근무과다, 연차적게사용, 성과낮음, 보상조정없음"
SKFNB0245,윤하준,전주공장,전주생산3팀,M,4.0,C,42,15,48073000,Development,106,55,0.9863708451007017,"초과근무과다, 연차적게사용, 성과낮음"
SKFNB0854,김나윤,유통본부,S&OP수요기획팀,S,,B,25,0,32000000,Development,106,10,0.001212329087684537,보상조정없음
SKFNB0313,박은우,구미공장,구미생산3팀,M,3.0,C,47,13,53823000,Development,106,65,0.9727891335968268,"초과근무과다, 연차적게사용, 성과낮음, 보상조정없음"
SKFNB0006,홍건우,구미공장,구미생산1팀,M,4.0,C,56,29,84991000,Development,106,55,0.9366291903535823,"초과근무과다, 성과낮음, 보상조정없음"
SKFNB0342,류성민,유통본부,물류기획팀,U,3.0,C,37,12,55484000,Development,106,45,0.42093449264540844,"초과근무높음, 연차적게사용, 성과낮음"
SKFNB0797,윤현준,구미공장,구미생산1팀,M,1.0,B,35,3,37296000,Development,106,35,0.006589282427131904,"초과근무과다, 연차적게사용"
SKFNB0161,신은서,구미공장,구미생산1팀,M,4.0,C,51,17,56058000,Development,106,55,0.8407613251963972,"초과근무높음, 연차적게사용, 성과낮음, 보상조정없음"
SKFNB0392,류우진,전주공장,전주생산1팀,M,4.0,C,48,11,46118000,Development,106,65,0.952330078544323,"초과근무과다, 연차적게사용, 성과낮음, 보상조정없음"
SKFNB0645,안태윤,구미공장,구미생산2팀,M,4.0,C,36,7,37853000,Development,106,55,0.914329346260013,"초과근무과다, 성과낮음, 보상조정없음"
SKFNB0532,이지윤,유통본부,구매소싱팀,U,4.0,C,33,8,53156000,Development,106,45,0.006605082379491113,"초과근무높음, 성과낮음, 보상조정없음"
SKFNB0379,안유준,전주공장,전주생산2팀,M,1.0,B,28,3,37296000,Development,105,45,0.0050630104365845495,"초과근무과다, 연차적게사용, 보상조정없음"
SKFNB0382,최하준,경영지원본부,인사팀,U,4.0,C,38,11,54902000,Development,105,45,0.02763917459923276,"초과근무높음, 성과낮음, 보상조정없음"
SKFNB0359,최유준,구미공장,구미생산2팀,M,3.0,C,36,11,46118000,Development,105,55,0.9852942539047562,"초과근무과다, 연차적게사용, 성과낮음"
SKFNB0844,최시우,전주공장,전주생산2팀,M,2.0,B,34,1,36432000,Development,105,45,0.005296291453565236,"초과근무과다, 연차적게사용, 보상조정없음"
SKFNB0378,최지윤,전주공장,전주운영팀,M,4.0,C,46,11,46118000,Development,105,75,0.9796692192786404,"초과근무과다, 연차미사용, 성과낮음, 보상조정없음"
SKFNB0076,정지윤,전주공장,전주생산3팀,M,4.0,C,46,21,58293000,Development,105,45,0.32408548304251555,"초과근무과다, 성과낮음"
SKFNB0598,안하린,구미공장,구미운영팀,M,3.0,C,41,7,44162000,Development,105,55,0.778388215798429,"초과근무높음, 연차적게사용, 성과낮음, 보상조정없음"
SKFNB0879,오건우,구미공장,구미생산3팀,M,1.0,B,29,1,36432000,Development,105,45,0.008262768767554048,"초과근무과다, 연차적게사용, 보상조정없음"
SKFNB0185,안서윤,구미공장,구미생산3팀,U,4.0,C,51,16,69374000,Development,105,45,0.03914791123744151,"초과근무높음, 성과낮음, 보상조정없음"
SKFNB0964,홍성민,유통본부,물류기획팀,U,1.0,B,32,0,42000000,Development,104,35,0.001819864087168795,"초과근무높음, 연차적게사용, 보상조정없음"
SKFNB0852,조현준,전주공장,전주생산2팀,M,4.0,C,44,1,35339000,Development,104,65,0.9649273146279581,"초과근무과다, 연차적게사용, 성과낮음, 보상조정없음"
SKFNB0863,강유준,구미공장,구미생산3팀,M,4.0,C,44,1,35339000,Development,104,35,0.03795039655526946,"초과근무높음, 성과낮음"
SKFNB0410,신유준,구미공장,구미운영팀,M,4.0,C,38,11,46118000,Development,104,35,0.02122575879113506,"초과근무높음, 성과낮음"
SKFNB0750,오지아,사업전략본부,대외협력팀,U,4.0,C,31,5,43184000,Development,104,45,0.16831105470351562,"초과근무높음, 연차적게사용, 성과낮음"
SKFNB0334,박준우,구미공장,구미운영팀,M,3.0,C,44,13,53823000,Development,104,55,0.9396578085773558,"초과근무과다, 성과낮음, 보상조정없음"
SKFNB0954,장시우,전주공장,전주생산2팀,M,1.0,B,40,0,36000000,Development,104,35,0.005911718908170952,"초과근무과다, 연차적게사용"
SKFNB0351,송준우,전주공장,전주생산2팀,M,3.0,C,42,12,53265000,Development,104,45,0.005879875497299786,"초과근무높음, 성과낮음, 보상조정없음"
SKFNB0174,권성준,구미공장,구미운영팀,M,4.0,C,51,16,55500000,Development,104,55,0.7211251608960945,"초과근무높음, 연차적게사용, 성과낮음, 보상조정없음"
SKFNB0488,조성민,유통본부,배송운영팀,U,4.0,C,31,6,51992000,Development,103,55,0.8268105928532977,"초과근무과다, 성과낮음, 보상조정없음"
SKFNB0080,강하윤,구미공장,구미생산3팀,M,4.0,C,52,21,68009000,Development,103,55,0.9661496260390929,"초과근무과다, 연차적게사용, 성과낮음"
SKFNB0465,윤서준,전주공장,전주생산1팀,M,4.0,C,39,10,45629000,Development,103,65,0.9794277581349259,"초과근무과다, 연차적게사용, 성과낮음, 보상조정없음"
SKFNB0418,임하은,전주공장,전주운영팀,M,4.0,C,46,11,52706000,Development,103,45,0.946637372924861,"초과근무과다, 성과낮음"
SKFNB0168,장태윤,구미공장,구미생산2팀,M,4.0,C,40,15,54941000,Development,103,55,0.9523438573768209,"초과근무과다, 성과낮음, 보상조정없음"
SKFNB0428,박윤서,전주공장,전주운영팀,M,4.0,C,38,11,46118000,Development,103,65,0.9666157639648849,"초과근무과다, 연차적게사용, 성과낮음, 보상조정없음"
SKFNB0416,강하준,전주공장,전주운영팀,M,4.0,C,48,11,46118000,Development,103,55,0.9362636976262191,"초과근무과다, 성과낮음, 보상조정없음"
SKFNB0846,한다은,경영지원본부,재무팀,S,,B,27,1,32384000,Development,103,20,0.001779338398843003,"연차적게사용, 보상조정없음"
SKFNB0900,안가은,유통본부,S&OP수요기획팀,S,,B,27,1,32384000,Development,103,10,0.0016377915299981307,연차적게사용
SKFNB0927,송은서,유통본부,물류센터운영팀,S,,B,29,0,32000000,Development,103,20,0.0016377915299981307,"연차적게사용, 보상조정없음"
SKFNB0273,안준우,전주공장,전주운영팀,M,4.0,C,42,14,47584000,Development,103,55,0.952346263536026,"초과근무과다, 성과낮음, 보상조정없음"
SKFNB0800,신지환,전주공장,전주생산2팀,M,4.0,C,49,3,36177000,Development,103,45,0.9279784795261213,"초과근무과다, 성과낮음"
SKFNB0118,최성민,구미공장,구미생산1팀,M,4.0,C,44,19,57176000,Development,103,55,0.9680031252170391,"초과근무과다, 성과낮음, 보상조정없음"
SKFNB0741,박태윤,구미공장,구미생산3팀,U,3.0,C,32,5,43184000,Development,103,40,0.10041681930135636,"연차적게사용, 성과낮음, 보상조정없음"
SKFNB0639,홍지아,전주공장,전주운영팀,M,4.0,C,51,7,44162000,Development,103,55,0.8598484175105943,"초과근무과다, 성과낮음, 보상조정없음"
SKFNB0038,최성준,구미공장,구미생산3팀,M,4.0,C,58,24,69964000,Development,103,45,0.16472882171059994,"초과근무높음, 연차적게사용, 성과낮음"
SKFNB0314,임우진,구미공장,구미생산3팀,M,3.0,C,36,11,46118000,Development,103,55,0.9704262429379799,"초과근무과다, 연차적게사용, 성과낮음"
SKFNB0974,신지우,경영지원본부,재무팀,S,,B,32,0,32000000,Development,103,10,0.001779338398843003,연차적게사용
SKFNB0738,안하은,유통본부,배송운영팀,U,3.0,C,32,5,43184000,Development,103,45,0.05455344173820281,"초과근무높음, 성과낮음, 보상조정없음"
SKFNB0566,권우진,구미공장,구미생산1팀,M,3.0,C,43,8,44651000,Development,103,45,0.2617745086359468,"초과근무높음, 연차적게사용, 성과낮음"
SKFNB0096,조재윤,전주공장,전주생산3팀,M,4.0,C,59,20,67357000,Development,103,55,0.9315452279752271,"초과근무과다, 성과낮음, 보상조정없음"
SKFNB0348,송가은,경영지원본부,재무팀,U,3.0,C,34,9,53738000,Development,103,55,0.827395259000767,"초과근무높음, 연차적게사용, 성과낮음, 보상조정없음"
SKFNB0347,오준우,전주공장,전주운영팀,U,4.0,C,45,12,66581000,Development,103,55,0.7041241913514197,"초과근무높음, 연차적게사용, 성과낮음, 보상조정없음"
SKFNB0883,권유나,사업전략본부,B2B마케팅팀,S,,B,27,1,32384000,Development,103,20,0.001779338398843003,"연차적게사용, 보상조정없음"
SKFNB0028,조연우,구미공장,구미생산2팀,M,4.0,C,59,24,69964000,Development,102,55,0.9615235650440883,"초과근무과다, 성과낮음, 보상조정없음"
SKFNB0623,강윤서,유통본부,배송운영팀,U,3.0,C,44,7,52574000,Development,102,35,0.018461078828027843,"초과근무높음, 성과낮음"
SKFNB0648,홍연우,구미공장,구미생산3팀,M,3.0,C,27,2,35758000,Development,102,55,0.9381959031817836,"초과근무과다, 성과낮음, 보상조정없음"
SKFNB0990,한은우,구미공장,구미생산2팀,U,1.0,B,31,0,42000000,Development,102,35,0.0017782136010255193,"초과근무높음, 연차적게사용, 보상조정없음"
SKFNB0339,김현준,구미공장,구미운영팀,M,3.0,C,32,7,37853000,Development,102,55,0.9478644433344491,"초과근무과다, 연차적게사용, 성과낮음"
SKFNB0697,송예은,유통본부,자재유통팀,U,3.0,C,44,6,51992000,Development,102,45,0.030161721355573344,"초과근무높음, 성과낮음, 보상조정없음"
SKFNB0702,안도윤,유통본부,물류기획팀,U,3.0,C,33,6,43673000,Development,102,45,0.028221261355875542,"초과근무높음, 성과낮음, 보상조정없음"
SKFNB0911,류서윤,경영지원본부,본부장실,S,,B,30,1,32384000,Development,102,20,0.001779338398843003,"연차적게사용, 보상조정없음"
SKFNB0419,권유준,전주공장,전주운영팀,M,4.0,C,43,11,46118000,Development,102,55,0.8598484175105943,"초과근무과다, 성과낮음, 보상조정없음"
SKFNB0429,강시우,전주공장,전주생산2팀,M,4.0,C,34,9,45140000,Development,102,65,0.984672476926974,"초과근무과다, 연차적게사용, 성과낮음, 보상조정없음"
SKFNB0239,권성준,구미공장,구미운영팀,M,4.0,C,41,15,48073000,Development,102,55,0.9559761882376551,"초과근무과다, 성과낮음, 보상조정없음"
SKFNB0105,서은우,구미공장,구미생산1팀,M,4.0,C,46,19,57176000,Development,102,55,0.7952457636356915,"초과근무과다, 성과낮음, 보상조정없음"
SKFNB0196,황재윤,구미공장,구미생산3팀,M,4.0,C,46,16,55500000,Development,102,55,0.9559761882376551,"초과근무과다, 성과낮음, 보상조정없음"
SKFNB0965,윤우진,전주공장,전주운영팀,M,1.0,B,27,0,36000000,Development,102,35,0.005666641692257278,"초과근무과다, 연차적게사용"
SKFNB0383,박현준,전주공장,전주생산1팀,M,4.0,C,46,11,46118000,Development,102,55,0.8313038298400955,"초과근무과다, 성과낮음, 보상조정없음"
SKFNB0469,오서연,사업전략본부,B2C마케팅팀,U,3.0,C,41,10,65184000,Development,102,55,0.8340929224636048,"초과근무높음, 연차적게사용, 성과낮음, 보상조정없음"
SKFNB0838,박은우,경영지원본부,조직문화팀,U,2.0,C,33,2,41718000,Development,102,55,0.8174730964467556,"초과근무높음, 연차적게사용, 성과낮음, 보상조정없음"
SKFNB0132,최주원,전주공장,전주생산3팀,M,4.0,C,51,18,56617000,Development,101,45,0.22166386794630605,"초과근무과다, 성과낮음"
SKFNB0955,이수아,경영지원본부,인사팀,S,,B,26,0,32000000,Development,101,35,0.001779338398843003,"초과근무높음, 연차적게사용, 보상조정없음"
SKFNB0125,신하은,전주공장,전주생산1팀,M,4.0,C,40,15,54941000,Development,101,55,0.870286343906111,"초과근무과다, 성과낮음, 보상조정없음"
SKFNB0953,안지훈,전주공장,전주생산1팀,M,4.0,C,39,0,34920000,Development,101,55,0.9760476858316198,"초과근무과다, 연차적게사용, 성과낮음"
SKFNB0373,신성민,구미공장,구미생산3팀,M,4.0,C,38,11,46118000,Development,101,65,0.9691938992133626,"초과근무과다, 연차적게사용, 성과낮음, 보상조정없음"
SKFNB0824,박예린,전주공장,전주생산1팀,M,4.0,C,40,2,35758000,Development,101,55,0.9788073873173881,"초과근무과다, 연차적게사용, 성과낮음"
SKFNB0668,류도윤,사업전략본부,B2B마케팅팀,U,3.0,C,41,6,51992000,Development,101,45,0.05331979148205204,"초과근무높음, 성과낮음, 보상조정없음"
SKFNB0089,윤지훈,전주공장,전주생산3팀,M,4.0,C,57,20,57734000,Development,101,45,0.7923699461257614,"초과근무과다, 성과낮음"
SKFNB0885,장은우,AI/DT조직,Data운영팀,S,,B,33,1,32384000,Development,101,25,0.0014729223793746955,"초과근무높음, 보상조정없음"
SKFNB0687,서태윤,사업전략본부,본부장실,Executive,,C,34,6,37434000,Development,101,45,0.7981268359980274,"초과근무높음, 연차적게사용, 성과낮음"
SKFNB0451,윤지훈,구미공장,구미운영팀,M,4.0,C,36,10,45629000,Development,101,45,0.015171169766481188,"초과근무높음, 성과낮음, 보상조정없음"
SKFNB0650,서성준,유통본부,구매소싱팀,U,3.0,C,41,7,52574000,Development,101,55,0.8466838352636618,"초과근무높음, 연차적게사용, 성과낮음, 보상조정없음"
SKFNB0107,홍연우,구미공장,구미생산2팀,M,4.0,C,45,19,57176000,Development,101,45,0.43513173852167475,"초과근무과다, 성과낮음"
SKFNB0088,이지호,사업전략본부,상품개발팀,U,1.0,B,23,0,42000000,Development,101,35,0.0032394376122556762,"초과근무높음, 연차적게사용, 보상조정없음"
SKFNB0280,권태윤,전주공장,전주생산1팀,M,4.0,C,46,14,54382000,Development,101,55,0.8087746926043392,"초과근무과다, 성과낮음, 보상조정없음"
SKFNB0404,서연우,구미공장,구미생산1팀,M,4.0,C,53,11,52706000,Development,101,45,0.5939616224115735,"초과근무과다, 성과낮음"
SKFNB0581,안수아,경영지원본부,경영기획팀,U,3.0,C,31,6,43673000,Development,101,45,0.01411742941645755,"초과근무높음, 성과낮음, 보상조정없음"
SKFNB0910,송시우,유통본부,자재유통팀,U,1.0,B,27,1,42504000,Development,101,25,0.0014260069265712501,"초과근무높음, 보상조정없음"
SKFNB0443,정성준,전주공장,전주생산1팀,U,4.0,C,41,10,54320000,Development,100,55,0.7086305273881823,"초과근무높음, 연차적게사용, 성과낮음, 보상조정없음"
SKFNB0177,장은우,전주공장,전주생산1팀,M,4.0,C,49,16,55500000,Development,100,55,0.8544123461219157,"초과근무과다, 성과낮음, 보상조정없음"
SKFNB0237,오도윤,전주공장,전주운영팀,M,4.0,C,44,15,54941000,Development,100,45,0.29495474515579767,"초과근무과다, 성과낮음"
SKFNB0319,박시아,전주공장,전주생산2팀,M,3.0,C,45,13,53823000,Development,100,65,0.9816964655279243,"초과근무과다, 연차적게사용, 성과낮음, 보상조정없음"
SKFNB0131,안은우,전주공장,전주생산1팀,M,4.0,C,41,16,55500000,Development,100,55,0.8466838352636618,"초과근무높음, 연차적게사용, 성과낮음, 보상조정없음"
SKFNB0299,송민서,경영지원본부,조직문화팀,U,3.0,C,43,14,67978000,Development,100,40,0.15123638583847032,"연차적게사용, 성과낮음, 보상조정없음"
SKFNB0045,홍태윤,구미공장,구미생산2팀,M,4.0,C,49,23,69312000,Development,100,45,0.04721804575303109,"초과근무높음, 성과낮음, 보상조정없음"
SKFNB0549,송하윤,경영지원본부,회계팀,U,2.0,C,29,4,42696000,Development,100,40,0.3663288221431921,"연차적게사용, 성과낮음, 보상조정없음"
SKFNB0633,최지윤,전주공장,전주생산1팀,U,3.0,C,30,5,43184000,Development,100,55,0.6945284003367869,"초과근무과다, 성과낮음, 보상조정없음"
SKFNB0988,오재윤,전주공장,전주생산2팀,M,1.0,B,25,0,36000000,Development,100,45,0.08683750406458364,"초과근무과다, 연차미사용"
SKFNB0421,조준호,구미공장,구미생산2팀,M,4.0,C,47,11,46118000,Development,100,65,0.9858765368244914,"초과근무과다, 연차적게사용, 성과낮음, 보상조정없음"
SKFNB0261,류수아,전주공장,전주생산3팀,M,4.0,C,35,10,45629000,Development,100,55,0.9727234039506546,"초과근무과다, 연차적게사용, 성과낮음"
SKFNB0978,류하준,전주공장,전주운영팀,M,4.0,C,42,0,34920000,Development,100,45,0.007035210295100625,"초과근무높음, 성과낮음, 보상조정없음"
SKFNB0972,류아린,AI/DT조직,Data운영팀,S,,B,30,0,32000000,Development,100,45,0.008262768767554048,"초과근무과다, 연차적게사용, 보상조정없음"
SKFNB0807,강채원,전주공장,전주운영팀,U,4.0,C,47,3,50246000,Development,100,45,0.020602572685590445,"초과근무높음, 성과낮음, 보상조정없음"
SKFNB0987,임지아,유통본부,배송운영팀,S,,B,29,0,32000000,Development,99,30,0.00495856821109075,"연차미사용, 보상조정없음"
SKFNB0216,장은서,사업전략본부,CS팀,U,1.0,C,37,12,55484000,Development,99,55,0.9025409180135303,"초과근무높음, 연차적게사용, 성과낮음, 보상조정없음"
SKFNB0540,박지훈,경영지원본부,전략팀,U,3.0,C,31,6,43673000,Development,99,65,0.9526749130458372,"초과근무과다, 연차적게사용, 성과낮음, 보상조정없음"
SKFNB0346,조지호,구미공장,구미운영팀,M,3.0,C,34,9,45140000,Development,99,55,0.6999377100641312,"초과근무과다, 성과낮음, 보상조정없음"
SKFNB0893,조아린,전주공장,전주생산2팀,M,4.0,C,63,1,35339000,Development,99,55,0.8466914930129251,"초과근무과다, 성과낮음, 보상조정없음"
SKFNB0138,이지환,구미공장,구미생산2팀,M,3.0,C,40,15,48073000,Development,99,55,0.7992689208769653,"초과근무과다, 성과낮음, 보상조정없음"
SKFNB0316,한성민,전주공장,전주생산2팀,M,3.0,C,47,13,53823000,Development,99,45,0.022253439423182156,"초과근무높음, 성과낮음, 보상조정없음"
SKFNB0321,권서준,유통본부,채널운영팀,U,3.0,C,46,13,67279000,Development,99,45,0.21656847068074575,"초과근무높음, 연차적게사용, 성과낮음"
SKFNB0329,최성민,구미공장,구미생산1팀,U,3.0,C,39,13,67279000,Development,99,55,0.8612039934393054,"초과근무높음, 연차적게사용, 성과낮음, 보상조정없음"
SKFNB0106,김수현,구미공장,구미생산1팀,M,3.0,C,34,9,45140000,Development,99,65,0.959104915422906,"초과근무과다, 연차적게사용, 성과낮음, 보상조정없음"
SKFNB0357,장서준,전주공장,전주생산1팀,M,3.0,C,38,12,46607000,Development,99,65,0.9851694626415443,"초과근무과다, 연차적게사용, 성과낮음, 보상조정없음"
SKFNB0077,박건우,구미공장,구미운영팀,M,3.0,C,35,10,45629000,Development,99,55,0.8655247806947776,"초과근무과다, 연차적게사용, 성과낮음"
SKFNB0850,서하윤,유통본부,본부장실,S,,B,23,0,32000000,Development,99,20,0.0016934354563413845,"연차적게사용, 보상조정없음"
SKFNB0085,류성민,구미공장,구미운영팀,M,4.0,C,51,20,67357000,Development,99,65,0.9836764628690426,"초과근무과다, 연차적게사용, 성과낮음, 보상조정없음"
SKFNB0068,임주원,구미공장,구미생산2팀,M,4.0,C,48,22,68660000,Development,99,55,0.9672272145787635,"초과근무과다, 연차적게사용, 성과낮음"
